id;dominio;controle;metodo;status;evidencia;observacao
DUCK-0244;Paleta verde;persistência;limite operacional;PARCIAL;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0245;Paleta verde;persistência;aceitação de entrega;REVISAO_HUMANA;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0246;Paleta verde;segurança de entrada;inspeção estática;CONFIRMADO_ESTATICO;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0247;Paleta verde;segurança de entrada;prova estrutural;CONFIRMADO_ESTATICO;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0248;Paleta verde;segurança de entrada;evidência disponível;CONFIRMADO_ESTATICO;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0249;Paleta verde;segurança de entrada;limite operacional;PARCIAL;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0250;Paleta verde;segurança de entrada;aceitação de entrega;REVISAO_HUMANA;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0251;Paleta verde;privacidade;inspeção estática;CONFIRMADO_ESTATICO;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0252;Paleta verde;privacidade;prova estrutural;CONFIRMADO_ESTATICO;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0253;Paleta verde;privacidade;evidência disponível;CONFIRMADO_ESTATICO;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0254;Paleta verde;privacidade;limite operacional;PARCIAL;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0255;Paleta verde;privacidade;aceitação de entrega;REVISAO_HUMANA;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0256;Paleta verde;desempenho;inspeção estática;CONFIRMADO_ESTATICO;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0257;Paleta verde;desempenho;prova estrutural;CONFIRMADO_ESTATICO;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0258;Paleta verde;desempenho;evidência disponível;CONFIRMADO_ESTATICO;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0259;Paleta verde;desempenho;limite operacional;PARCIAL;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0260;Paleta verde;desempenho;aceitação de entrega;REVISAO_HUMANA;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0261;Paleta verde;manutenibilidade;inspeção estática;CONFIRMADO_ESTATICO;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0262;Paleta verde;manutenibilidade;prova estrutural;CONFIRMADO_ESTATICO;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0263;Paleta verde;manutenibilidade;evidência disponível;CONFIRMADO_ESTATICO;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0264;Paleta verde;manutenibilidade;limite operacional;PARCIAL;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0265;Paleta verde;manutenibilidade;aceitação de entrega;REVISAO_HUMANA;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0266;Paleta verde;tipagem;inspeção estática;CONFIRMADO_ESTATICO;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0267;Paleta verde;tipagem;prova estrutural;CONFIRMADO_ESTATICO;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0268;Paleta verde;tipagem;evidência disponível;CONFIRMADO_ESTATICO;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0269;Paleta verde;tipagem;limite operacional;PARCIAL;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0270;Paleta verde;tipagem;aceitação de entrega;REVISAO_HUMANA;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0271;Paleta verde;rastreabilidade;inspeção estática;CONFIRMADO_ESTATICO;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0272;Paleta verde;rastreabilidade;prova estrutural;CONFIRMADO_ESTATICO;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0273;Paleta verde;rastreabilidade;evidência disponível;CONFIRMADO_ESTATICO;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0274;Paleta verde;rastreabilidade;limite operacional;PARCIAL;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0275;Paleta verde;rastreabilidade;aceitação de entrega;REVISAO_HUMANA;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0276;Paleta verde;evidência visual;inspeção estática;CONFIRMADO_ESTATICO;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0277;Paleta verde;evidência visual;prova estrutural;CONFIRMADO_ESTATICO;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0278;Paleta verde;evidência visual;evidência disponível;CONFIRMADO_ESTATICO;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0279;Paleta verde;evidência visual;limite operacional;PARCIAL;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0280;Paleta verde;evidência visual;aceitação de entrega;REVISAO_HUMANA;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0281;Paleta verde;documentação;inspeção estática;CONFIRMADO_ESTATICO;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0282;Paleta verde;documentação;prova estrutural;CONFIRMADO_ESTATICO;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0283;Paleta verde;documentação;evidência disponível;CONFIRMADO_ESTATICO;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0284;Paleta verde;documentação;limite operacional;PARCIAL;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0285;Paleta verde;documentação;aceitação de entrega;REVISAO_HUMANA;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0286;Paleta verde;recuperação;inspeção estática;CONFIRMADO_ESTATICO;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0287;Paleta verde;recuperação;prova estrutural;CONFIRMADO_ESTATICO;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0288;Paleta verde;recuperação;evidência disponível;CONFIRMADO_ESTATICO;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0289;Paleta verde;recuperação;limite operacional;PARCIAL;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0290;Paleta verde;recuperação;aceitação de entrega;REVISAO_HUMANA;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0291;Paleta verde;exportação;inspeção estática;CONFIRMADO_ESTATICO;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0292;Paleta verde;exportação;prova estrutural;CONFIRMADO_ESTATICO;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0293;Paleta verde;exportação;evidência disponível;CONFIRMADO_ESTATICO;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0294;Paleta verde;exportação;limite operacional;PARCIAL;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0295;Paleta verde;exportação;aceitação de entrega;REVISAO_HUMANA;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0296;Paleta verde;entrega;inspeção estática;CONFIRMADO_ESTATICO;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0297;Paleta verde;entrega;prova estrutural;CONFIRMADO_ESTATICO;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0298;Paleta verde;entrega;evidência disponível;CONFIRMADO_ESTATICO;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0299;Paleta verde;entrega;limite operacional;PARCIAL;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0300;Paleta verde;entrega;aceitação de entrega;REVISAO_HUMANA;src/app/globals.css;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0301;Layout desktop;presença funcional;inspeção estática;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0302;Layout desktop;presença funcional;prova estrutural;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0303;Layout desktop;presença funcional;evidência disponível;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0304;Layout desktop;presença funcional;limite operacional;PARCIAL;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0305;Layout desktop;presença funcional;aceitação de entrega;REVISAO_HUMANA;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0306;Layout desktop;consistência de estados;inspeção estática;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0307;Layout desktop;consistência de estados;prova estrutural;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0308;Layout desktop;consistência de estados;evidência disponível;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0309;Layout desktop;consistência de estados;limite operacional;PARCIAL;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0310;Layout desktop;consistência de estados;aceitação de entrega;REVISAO_HUMANA;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0311;Layout desktop;clareza de feedback;inspeção estática;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0312;Layout desktop;clareza de feedback;prova estrutural;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0313;Layout desktop;clareza de feedback;evidência disponível;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0314;Layout desktop;clareza de feedback;limite operacional;PARCIAL;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0315;Layout desktop;clareza de feedback;aceitação de entrega;REVISAO_HUMANA;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0316;Layout desktop;tratamento de erro;inspeção estática;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0317;Layout desktop;tratamento de erro;prova estrutural;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0318;Layout desktop;tratamento de erro;evidência disponível;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0319;Layout desktop;tratamento de erro;limite operacional;PARCIAL;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0320;Layout desktop;tratamento de erro;aceitação de entrega;REVISAO_HUMANA;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0321;Layout desktop;navegação por teclado;inspeção estática;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0322;Layout desktop;navegação por teclado;prova estrutural;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0323;Layout desktop;navegação por teclado;evidência disponível;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0324;Layout desktop;navegação por teclado;limite operacional;PARCIAL;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0325;Layout desktop;navegação por teclado;aceitação de entrega;REVISAO_HUMANA;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0326;Layout desktop;legibilidade;inspeção estática;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0327;Layout desktop;legibilidade;prova estrutural;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0328;Layout desktop;legibilidade;evidência disponível;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0329;Layout desktop;legibilidade;limite operacional;PARCIAL;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0330;Layout desktop;legibilidade;aceitação de entrega;REVISAO_HUMANA;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0331;Layout desktop;contraste;inspeção estática;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0332;Layout desktop;contraste;prova estrutural;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0333;Layout desktop;contraste;evidência disponível;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0334;Layout desktop;contraste;limite operacional;PARCIAL;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0335;Layout desktop;contraste;aceitação de entrega;REVISAO_HUMANA;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0336;Layout desktop;responsividade;inspeção estática;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0337;Layout desktop;responsividade;prova estrutural;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0338;Layout desktop;responsividade;evidência disponível;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0339;Layout desktop;responsividade;limite operacional;PARCIAL;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0340;Layout desktop;responsividade;aceitação de entrega;REVISAO_HUMANA;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0341;Layout desktop;persistência;inspeção estática;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0342;Layout desktop;persistência;prova estrutural;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0343;Layout desktop;persistência;evidência disponível;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0344;Layout desktop;persistência;limite operacional;PARCIAL;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0345;Layout desktop;persistência;aceitação de entrega;REVISAO_HUMANA;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0346;Layout desktop;segurança de entrada;inspeção estática;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0347;Layout desktop;segurança de entrada;prova estrutural;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0348;Layout desktop;segurança de entrada;evidência disponível;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0349;Layout desktop;segurança de entrada;limite operacional;PARCIAL;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0350;Layout desktop;segurança de entrada;aceitação de entrega;REVISAO_HUMANA;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0351;Layout desktop;privacidade;inspeção estática;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0352;Layout desktop;privacidade;prova estrutural;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0353;Layout desktop;privacidade;evidência disponível;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0354;Layout desktop;privacidade;limite operacional;PARCIAL;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0355;Layout desktop;privacidade;aceitação de entrega;REVISAO_HUMANA;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0356;Layout desktop;desempenho;inspeção estática;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0357;Layout desktop;desempenho;prova estrutural;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0358;Layout desktop;desempenho;evidência disponível;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0359;Layout desktop;desempenho;limite operacional;PARCIAL;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0360;Layout desktop;desempenho;aceitação de entrega;REVISAO_HUMANA;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0361;Layout desktop;manutenibilidade;inspeção estática;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0362;Layout desktop;manutenibilidade;prova estrutural;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0363;Layout desktop;manutenibilidade;evidência disponível;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0364;Layout desktop;manutenibilidade;limite operacional;PARCIAL;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0365;Layout desktop;manutenibilidade;aceitação de entrega;REVISAO_HUMANA;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0366;Layout desktop;tipagem;inspeção estática;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0367;Layout desktop;tipagem;prova estrutural;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0368;Layout desktop;tipagem;evidência disponível;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0369;Layout desktop;tipagem;limite operacional;PARCIAL;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0370;Layout desktop;tipagem;aceitação de entrega;REVISAO_HUMANA;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0371;Layout desktop;rastreabilidade;inspeção estática;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0372;Layout desktop;rastreabilidade;prova estrutural;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0373;Layout desktop;rastreabilidade;evidência disponível;CONFIRMADO_ESTATICO;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0374;Layout desktop;rastreabilidade;limite operacional;PARCIAL;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
DUCK-0375;Layout desktop;rastreabilidade;aceitação de entrega;REVISAO_HUMANA;evidence/dashboard-overview.png;Matriz automatizada de cobertura. CONFIRMADO_ESTATICO não equivale a teste manual nem a aceitação em hardware real.
